,Name,Rating,Price,Type,Address,Hours,Website,Phone,PlusCode,Descript,G_MAP_URL,Latitude,Longitude,geometry,Psuedo_Z,Convenience,Customer Service and Checkout Process,Employees,Food Departments and Quality,Food Selection and Variety,Price and General Experience,LGBTQ_Friendly,Family_Friendly,Shop_Online,Shop_Store,Delivery,Pickup_Curbside,Pickup_Store,Drive_Thru,Delivery_No_Contact,Delivery_Same_Day,Disinfect_Surfaces,Safety_Dividers_Checkout,Masks_Required,Masks_Staff,Staff_Temperature_Check,Great_Service,Wheelchair_Accessible,Quick_Visit,Organic_Food,Prepared_Food,Pay_Checks,Pay_Debit_Cards,Pay_NFC_Mobile,Pay_SNAP_EBT,Pay_Credit_Cards,Restroom,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Monday_Open,Monday_Close
172,Doan's Market & Deli,4.0,,Convenience store,"2539 Cecil Ave, Knoxville, TN 37917","{'Monday': ['7AM', '9:30PM'], 'Tuesday': ['7AM', '9:30PM'], 'Wednesday': ['7AM', '9:30PM'], 'Thursday': ['7AM', '9:30PM'], 'Friday': ['7AM', '9:30PM'], 'Saturday': ['7:30AM', '9PM'], 'Sunday': ['8AM', '9:30PM']}",,(865) 524-2593,"X3WV+WJ Knoxville, Tenn",,"https://www.google.com/maps/place/Doan's+Market+%26+Deli/@35.9973756,-83.908089,17z/data=!3m1!4b1!4m5!3m4!1s0x885c16419cbca68b:0xb37ec5d21b83e067!8m2!3d35.9973175!4d-83.9058507",35.9973756,-83.908089,POINT (-83.908089 35.9973756),2022-03-10 23:59:59,3.5798611111111107,4.15625,3.9375,3.247829861111111,3.5455357142857142,3.1056818181818184,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 07:00:00,2022-03-08 21:30:00,2022-03-09 07:00:00,2022-03-09 21:30:00,2022-03-10 07:00:00,2022-03-10 21:30:00,2022-03-11 07:00:00,2022-03-11 21:30:00,2022-03-12 07:30:00,2022-03-12 21:00:00,2022-03-13 08:00:00,2022-03-13 21:30:00,2022-03-14 07:00:00,2022-03-14 21:30:00
173,King's Market & Deli,5.0,,Butcher shop,"612 Tipton Station Rd, Knoxville, TN 37920","{'Monday': ['11AM', '6PM'], 'Tuesday': ['10AM', '6PM'], 'Wednesday': ['10AM', '6PM'], 'Thursday': ['10AM', '6PM'], 'Friday': ['10AM', '6PM'], 'Saturday': ['10AM', '6PM'], 'Sunday': ['Closed']}",,(865) 249-8330,"V5R4+MW Knoxville, Tenn",,"https://www.google.com/maps/place/King's+Market+%26+Deli/@35.8917063,-83.8448319,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1a2b8ffb4fad:0x57b9a1472d3bc578!8m2!3d35.8917253!4d-83.8426476",35.8917063,-83.8448319,POINT (-83.8448319 35.8917063),2022-03-10 23:59:59,,,3.96875,,,,,,False,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,2022-03-08 10:00:00,2022-03-08 18:00:00,2022-03-09 10:00:00,2022-03-09 18:00:00,2022-03-10 10:00:00,2022-03-10 18:00:00,2022-03-11 10:00:00,2022-03-11 18:00:00,2022-03-12 10:00:00,2022-03-12 18:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 11:00:00,2022-03-14 18:00:00
174,Pioneer Market,1.5,,Convenience store,"8119 Chapman Hwy, Knoxville, TN 37920","{'Monday': ['7AM', '11PM'], 'Tuesday': ['7AM', '11PM'], 'Wednesday': ['7AM', '11PM'], 'Thursday': ['7AM', '11PM'], 'Friday': ['7AM', '11PM'], 'Saturday': ['7AM', '11PM'], 'Sunday': ['7AM', '11PM']}",,(865) 577-9343,"W52G+7R Knoxville, Tenn",,"https://www.google.com/maps/place/Pioneer+Market/@35.9006714,-83.825188,17z/data=!3m1!4b1!4m5!3m4!1s0x885c1a46f8f9ebd9:0xf6cc880643c76428!8m2!3d35.900545!4d-83.8230308",35.9006714,-83.825188,POINT (-83.825188 35.9006714),2022-03-10 23:59:59,,,,,,3.4791666666666665,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 07:00:00,2022-03-08 23:00:00,2022-03-09 07:00:00,2022-03-09 23:00:00,2022-03-10 07:00:00,2022-03-10 23:00:00,2022-03-11 07:00:00,2022-03-11 23:00:00,2022-03-12 07:00:00,2022-03-12 23:00:00,2022-03-13 07:00:00,2022-03-13 23:00:00,2022-03-14 07:00:00,2022-03-14 23:00:00
175,Weigel's,4.4,,Gas station,"12001 Kingston Pike, Knoxville, TN 37934","{'Monday': ['6AM', '12AM'], 'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM']}",Website: weigels.com ,(865) 966-8500,"VRC8+MX Knoxville, Tenn",,"https://www.google.com/maps/place/Weigel's/@35.871681,-84.1847539,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2ea89247e891:0xbb96945b4c8867cc!8m2!3d35.8716507!4d-84.1825996",35.871681,-84.1847539,POINT (-84.1847539 35.871681),2022-03-10 23:59:59,,,3.734375,,4.059375,,,,False,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
176,Holiday Market,4.3,,Convenience store,"2450 Martin Luther King Jr Ave, Knoxville, TN 37915","{'Monday': ['8AM', '12AM'], 'Tuesday': ['8AM', '12AM'], 'Wednesday': ['8AM', '12AM'], 'Thursday': ['8AM', '12AM'], 'Friday': ['8AM', '12AM'], 'Saturday': ['8AM', '12AM'], 'Sunday': ['8AM', '12AM']}",,(865) 329-0207,"X4M4+2G Knoxville, Tenn",,"https://www.google.com/maps/place/Holiday+Market/@35.9825059,-83.8959357,17z/data=!3m1!4b1!4m5!3m4!1s0x885c16541861917d:0xcc4b024209220ccc!8m2!3d35.9825016!4d-83.8937417",35.9825059,-83.8959357,POINT (-83.8959357 35.9825059),2022-03-10 23:59:59,,,4.343424479166666,3.666666666666667,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 08:00:00,2022-03-08 00:00:00,2022-03-09 08:00:00,2022-03-09 00:00:00,2022-03-10 08:00:00,2022-03-10 00:00:00,2022-03-11 08:00:00,2022-03-11 00:00:00,2022-03-12 08:00:00,2022-03-12 00:00:00,2022-03-13 08:00:00,2022-03-13 00:00:00,2022-03-14 08:00:00,2022-03-14 00:00:00
177,Bread Box Food Store,3.8,$,Gas station,"10636 Hardin Valley Rd, Knoxville, TN 37932","{'Monday': ['5AM', '12AM'], 'Tuesday': ['5AM', '12AM'], 'Wednesday': ['5AM', '12AM'], 'Thursday': ['5AM', '12AM'], 'Friday': ['5AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM']}",Website: gpminvestments.com ,(865) 531-6053,"XR2V+3W Knoxville, Tenn",,"https://www.google.com/maps/place/Bread+Box+Food+Store/@35.9502249,-84.1574282,17z/data=!3m1!4b1!4m5!3m4!1s0x885c31d9cb1b0123:0xf0ba28bec8231340!8m2!3d35.9502206!4d-84.1552342",35.9502249,-84.1574282,POINT (-84.1574282 35.9502249),2022-03-10 23:59:59,,3.190972222222222,3.5972222222222223,,,4.222222222222221,,,False,,,,,,,,,,,,,,,,,,,,,,,,2022-03-08 05:00:00,2022-03-08 00:00:00,2022-03-09 05:00:00,2022-03-09 00:00:00,2022-03-10 05:00:00,2022-03-10 00:00:00,2022-03-11 05:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 05:00:00,2022-03-14 00:00:00
178,Ray's Market & Deli,3.0,,Convenience store,"313 N Broadway, Knoxville, TN 37917",{},,(865) 368-2708,"X39G+X8 Knoxville, Tenn",,"https://www.google.com/maps/place/Ray's+Market+%26+Deli/@35.9699321,-83.9264431,17z/data=!3m1!4b1!4m5!3m4!1s0x885c171fddb27a89:0x920971728099cbb7!8m2!3d35.9699284!4d-83.9242651",35.9699321,-83.9264431,POINT (-83.9264431 35.9699321),2022-03-10 23:59:59,,3.923611111111112,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
179,FAVORITE MARKET,,,Convenience store,"800 N Campbell Station Rd, Knoxville, TN 37932","{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",,(865) 966-9806,"VRXG+W7 Knoxville, Tenn",,"https://www.google.com/maps/place/FAVORITE+MARKET/@35.8997598,-84.1764867,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2e88b0c75dcf:0x31f0a382defcd2f7!8m2!3d35.8997611!4d-84.1743238",35.8997598,-84.1764867,POINT (-84.1764867 35.8997598),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
180,World Market,4.5,$$,Furniture store,"11241 Parkside Dr, Knoxville, TN 37934","{'Monday': ['10AM', '8PM'], 'Tuesday': ['10AM', '8PM'], 'Wednesday': ['10AM', '8PM'], 'Thursday': ['10AM', '8PM'], 'Friday': ['10AM', '8PM'], 'Saturday': ['10AM', '8PM'], 'Sunday': ['11AM', '6PM']}",Website: stores.worldmarket.com ,(865) 966-9600,"WR2V+H5 Knoxville, Tenn","Retail chain featuring an eclectic array of imported housewares, furniture, decor & specialty foods.","https://www.google.com/maps/place/World+Market/@35.9014424,-84.1592077,17z/data=!3m1!4b1!4m5!3m4!1s0x885c2ef6872760ab:0x973ce258b423108f!8m2!3d35.9014381!4d-84.1570137",35.9014424,-84.1592077,POINT (-84.1592077 35.9014424),2022-03-10 23:59:59,,,,,,,,,True,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,Yes,,Yes,,2022-03-08 10:00:00,2022-03-08 20:00:00,2022-03-09 10:00:00,2022-03-09 20:00:00,2022-03-10 10:00:00,2022-03-10 20:00:00,2022-03-11 10:00:00,2022-03-11 20:00:00,2022-03-12 10:00:00,2022-03-12 20:00:00,2022-03-13 11:00:00,2022-03-13 18:00:00,2022-03-14 10:00:00,2022-03-14 20:00:00
181,Mojo's South Side Market,4.4,,Convenience store,"1316 Maryville Pike, Knoxville, TN 37920","{'Monday': ['8AM', '11PM'], 'Tuesday': ['8AM', '11PM'], 'Wednesday': ['8AM', '11PM'], 'Thursday': ['8AM', '11PM'], 'Friday': ['8AM', '11PM'], 'Saturday': ['8AM', '10PM'], 'Sunday': ['8AM', '10PM']}",,(865) 609-9946,"W3FG+66 Knoxville, Tenn",,"https://www.google.com/maps/place/Mojo's+South+Side+Market/@35.9231159,-83.9266005,17z/data=!3m1!4b1!4m5!3m4!1s0x885c180f0ed91669:0x53677281aa6b5d9b!8m2!3d35.9231116!4d-83.9244065",35.9231159,-83.9266005,POINT (-83.92660050000001 35.9231159),2022-03-10 23:59:59,,,,3.048611111111112,,4.8125,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 08:00:00,2022-03-08 23:00:00,2022-03-09 08:00:00,2022-03-09 23:00:00,2022-03-10 08:00:00,2022-03-10 23:00:00,2022-03-11 08:00:00,2022-03-11 23:00:00,2022-03-12 08:00:00,2022-03-12 22:00:00,2022-03-13 08:00:00,2022-03-13 22:00:00,2022-03-14 08:00:00,2022-03-14 23:00:00
182,Gap Creek Market,4.5,,Convenience store,"2138 Kimberlin Heights Rd, Knoxville, TN 37920","{'Monday': ['6AM', '10PM'], 'Tuesday': ['6AM', '10PM'], 'Wednesday': ['6AM', '10PM'], 'Thursday': ['6AM', '10PM'], 'Friday': ['6AM', '10PM'], 'Saturday': ['6AM', '10PM'], 'Sunday': ['6AM', '9PM']}",Website: m.facebook.com ,(865) 579-9217,"W6HW+F6 Knoxville, Tenn",,"https://www.google.com/maps/place/Gap+Creek+Market/@35.9287215,-83.7566919,17z/data=!3m1!4b1!4m5!3m4!1s0x885c0ff8ab649787:0xea432121b988c9f9!8m2!3d35.9287172!4d-83.7544979",35.9287215,-83.7566919,POINT (-83.75669190000001 35.9287215),2022-03-10 23:59:59,3.2740885416666665,,3.671875,4.387499999999999,3.407118055555556,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 22:00:00,2022-03-09 06:00:00,2022-03-09 22:00:00,2022-03-10 06:00:00,2022-03-10 22:00:00,2022-03-11 06:00:00,2022-03-11 22:00:00,2022-03-12 06:00:00,2022-03-12 22:00:00,2022-03-13 06:00:00,2022-03-13 21:00:00,2022-03-14 06:00:00,2022-03-14 22:00:00
183,Dollar General,4.0,$,Dollar store,"3275 Sutherland Ave, Knoxville, TN 37919","{'Monday': ['7AM', '9PM'], 'Tuesday': ['7AM', '9PM'], 'Wednesday': ['7AM', '9PM'], 'Thursday': ['7AM', '9PM'], 'Friday': ['7AM', '9PM'], 'Saturday': ['7AM', '9PM'], 'Sunday': ['7AM', '9PM']}",Website: stores.dollargeneral.com ,(904) 420-4765,"X22G+6W Knoxville, Tenn","Bargain retail chain selling a range of household goods, groceries, beauty products & more.","https://www.google.com/maps/place/Dollar+General/@35.9505407,-83.9749253,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d27c0919689:0x82bf631544ef02b4!8m2!3d35.9503597!4d-83.9726793",35.9505407,-83.9749253,POINT (-83.9749253 35.9505407),2022-03-10 23:59:59,3.1875,,3.4375,3.013888888888889,,3.1875,,,False,Yes,,,Yes,,,,Yes,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 07:00:00,2022-03-08 21:00:00,2022-03-09 07:00:00,2022-03-09 21:00:00,2022-03-10 07:00:00,2022-03-10 21:00:00,2022-03-11 07:00:00,2022-03-11 21:00:00,2022-03-12 07:00:00,2022-03-12 21:00:00,2022-03-13 07:00:00,2022-03-13 21:00:00,2022-03-14 07:00:00,2022-03-14 21:00:00
184,BreadBox Food Store,3.1,$,Convenience store,"3818 Sutherland Ave, Knoxville, TN 37919","{'Monday': ['6AM', '12AM'], 'Tuesday': ['6AM', '12AM'], 'Wednesday': ['6AM', '12AM'], 'Thursday': ['6AM', '12AM'], 'Friday': ['6AM', '12AM'], 'Saturday': ['6AM', '12AM'], 'Sunday': ['6AM', '12AM']}",Website: shell.com ,(865) 588-4077,"W2V8+PP Knoxville, Tenn",,"https://www.google.com/maps/place/BreadBox+Food+Store/@35.944277,-83.9853417,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3cd189c67e2b:0x723bfcf7caff2b01!8m2!3d35.9443113!4d-83.9831888",35.944277,-83.9853417,POINT (-83.98534170000001 35.944277),2022-03-10 23:59:59,,3.46875,3.125,,3.087890625,,,,True,Yes,Yes,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 06:00:00,2022-03-08 00:00:00,2022-03-09 06:00:00,2022-03-09 00:00:00,2022-03-10 06:00:00,2022-03-10 00:00:00,2022-03-11 06:00:00,2022-03-11 00:00:00,2022-03-12 06:00:00,2022-03-12 00:00:00,2022-03-13 06:00:00,2022-03-13 00:00:00,2022-03-14 06:00:00,2022-03-14 00:00:00
185,Fresh Mart & Deli,3.5,,Convenience store,"2418 N Central St, Knoxville, TN 37917","{'Monday': ['6AM', '11PM'], 'Tuesday': ['6AM', '11PM'], 'Wednesday': ['6AM', '11PM'], 'Thursday': ['6AM', '11PM'], 'Friday': ['6AM', '11PM'], 'Saturday': ['6AM', '11PM'], 'Sunday': ['7AM', '11PM']}",,,"X3R5+6V Knoxville, Tenn",,"https://www.google.com/maps/place/Fresh+Mart+%26+Deli/@35.9906073,-83.9424504,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d85783bc1c1:0x383120dd9e31fec7!8m2!3d35.990603!4d-83.9402564",35.9906073,-83.9424504,POINT (-83.9424504 35.9906073),2022-03-10 23:59:59,3.875,,3.75,,,3.375,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 23:00:00,2022-03-09 06:00:00,2022-03-09 23:00:00,2022-03-10 06:00:00,2022-03-10 23:00:00,2022-03-11 06:00:00,2022-03-11 23:00:00,2022-03-12 06:00:00,2022-03-12 23:00:00,2022-03-13 07:00:00,2022-03-13 23:00:00,2022-03-14 06:00:00,2022-03-14 23:00:00
186,Rocky Top Market,3.4,,Convenience store,"2001 Cumberland Ave, Knoxville, TN 37916","{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",,(865) 524-4979,"X337+X5 Knoxville, Tenn",,"https://www.google.com/maps/place/Rocky+Top+Market/@35.9549609,-83.9392684,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d5e83ea0b7d:0x13ae9971f41afb19!8m2!3d35.9549566!4d-83.9370744",35.9549609,-83.9392684,POINT (-83.9392684 35.9549609),2022-03-10 23:59:59,,,4.5,3.583333333333333,3.427083333333333,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
187,Kenjo Market,2.7,,Convenience store,"3644 Sevier Ave, Knoxville, TN 37920","{'Monday': ['5AM', '12:30AM'], 'Tuesday': ['5AM', '12:30AM'], 'Wednesday': ['5AM', '12:30AM'], 'Thursday': ['5AM', '12:30AM'], 'Friday': ['5AM', '12:30AM'], 'Saturday': ['5AM', '12:30AM'], 'Sunday': ['5AM', '12AM']}",Website: kenjomarkets.com ,(865) 573-2210,"W4W5+5J Knoxville, Tenn",,"https://www.google.com/maps/place/Kenjo+Market/@35.9453895,-83.8931002,17z/data=!3m1!4b1!4m5!3m4!1s0x885c179d35a36537:0x2660435c1afb2051!8m2!3d35.9453852!4d-83.8909062",35.9453895,-83.8931002,POINT (-83.89310020000001 35.9453895),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,Yes,Yes,,,,,Yes,Yes,,,,,Yes,Yes,,,2022-03-08 05:00:00,2022-03-08 00:30:00,2022-03-09 05:00:00,2022-03-09 00:30:00,2022-03-10 05:00:00,2022-03-10 00:30:00,2022-03-11 05:00:00,2022-03-11 00:30:00,2022-03-12 05:00:00,2022-03-12 00:30:00,2022-03-13 05:00:00,2022-03-13 00:00:00,2022-03-14 05:00:00,2022-03-14 00:30:00
188,KenJo Market,3.7,,Convenience store,"1400 N Central St, Knoxville, TN 37917","{'Monday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Friday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours']}",Website: kenjomarkets.com ,(865) 982-2192,"X3M9+FG Knoxville, Tenn",,"https://www.google.com/maps/place/KenJo+Market/@35.9836303,-83.933419,17z/data=!3m1!4b1!4m5!3m4!1s0x885c162a6cd0efc3:0xe2a0ee1dc5c0d7b3!8m2!3d35.983626!4d-83.931225",35.9836303,-83.933419,POINT (-83.933419 35.9836303),2022-03-10 23:59:59,,3.0961538461538463,3.3828125,,,3.1979166666666665,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 00:00:00,2261-12-31 00:00:00,2022-03-09 00:00:00,2261-12-31 00:00:00,2022-03-10 00:00:00,2261-12-31 00:00:00,2022-03-11 00:00:00,2261-12-31 00:00:00,2022-03-12 00:00:00,2261-12-31 00:00:00,2022-03-13 00:00:00,2261-12-31 00:00:00,2022-03-14 00:00:00,2261-12-31 00:00:00
189,Lee's Food Mart,,,Convenience store,"8929 Oak Ridge Hwy, Knoxville, TN 37931","{'Monday': ['6AM', '10PM'], 'Tuesday': ['6AM', '10PM'], 'Wednesday': ['6AM', '10PM'], 'Thursday': ['6AM', '10PM'], 'Friday': ['6AM', '10PM'], 'Saturday': ['6AM', '10PM'], 'Sunday': ['6AM', '10PM']}",Website: leesfoodmart.com ,(865) 927-0303,"XRM8+47 Knoxville, Tenn",,"https://www.google.com/maps/place/Lee's+Food+Mart/@35.9828576,-84.186463,17z/data=!3m1!4b1!4m5!3m4!1s0x885c318795222853:0x82c427dcefe11714!8m2!3d35.9828533!4d-84.184269",35.9828576,-84.186463,POINT (-84.186463 35.9828576),2022-03-10 23:59:59,,,,,,,,,False,Yes,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 22:00:00,2022-03-09 06:00:00,2022-03-09 22:00:00,2022-03-10 06:00:00,2022-03-10 22:00:00,2022-03-11 06:00:00,2022-03-11 22:00:00,2022-03-12 06:00:00,2022-03-12 22:00:00,2022-03-13 06:00:00,2022-03-13 22:00:00,2022-03-14 06:00:00,2022-03-14 22:00:00
190,Al's Market,3.3,,Convenience store,"6335 W Emory Rd, Knoxville, TN 37931","{'Monday': ['7AM', '10PM'], 'Tuesday': ['7AM', '9PM'], 'Wednesday': ['7AM', '9PM'], 'Thursday': ['7AM', '9PM'], 'Friday': ['7AM', '9PM'], 'Saturday': ['7AM', '9PM'], 'Sunday': ['8AM', '8PM']}",,(865) 859-0253,"XWX6+VC Knoxville, Tenn",,"https://www.google.com/maps/place/Al's+Market/@35.9997101,-84.0911904,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3a6fbc187ff3:0xd51d51e290eff78e!8m2!3d35.9997045!4d-84.0889964",35.9997101,-84.0911904,POINT (-84.0911904 35.9997101),2022-03-10 23:59:59,,3.0609375,3.4375,,3.00719696969697,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 07:00:00,2022-03-08 21:00:00,2022-03-09 07:00:00,2022-03-09 21:00:00,2022-03-10 07:00:00,2022-03-10 21:00:00,2022-03-11 07:00:00,2022-03-11 21:00:00,2022-03-12 07:00:00,2022-03-12 21:00:00,2022-03-13 08:00:00,2022-03-13 20:00:00,2022-03-14 07:00:00,2022-03-14 22:00:00
191,Weigel's Farm Stores,4.5,,Store,"5621 Western Ave, Knoxville, TN 37921","{'Monday': ['7AM', '12AM'], 'Tuesday': ['7AM', '12AM'], 'Wednesday': ['7AM', '12AM'], 'Thursday': ['7AM', '12AM'], 'Friday': ['7AM', '12AM'], 'Saturday': ['7AM', '12AM'], 'Sunday': ['7AM', '12AM']}",Website: weigels.com ,(865) 588-9115,"XXHP+JR Knoxville, Tenn",,"https://www.google.com/maps/place/Weigel's+Farm+Stores/@35.9790673,-84.0151933,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3c817bba4e0b:0xb05a7fa135d8cbc4!8m2!3d35.979106!4d-84.0129644",35.9790673,-84.0151933,POINT (-84.01519330000001 35.9790673),2022-03-10 23:59:59,3.857421875,3.104166666666667,3.021875,3.672395833333333,,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 07:00:00,2022-03-08 00:00:00,2022-03-09 07:00:00,2022-03-09 00:00:00,2022-03-10 07:00:00,2022-03-10 00:00:00,2022-03-11 07:00:00,2022-03-11 00:00:00,2022-03-12 07:00:00,2022-03-12 00:00:00,2022-03-13 07:00:00,2022-03-13 00:00:00,2022-03-14 07:00:00,2022-03-14 00:00:00
192,Wood Smith Market & Deli,4.1,,Convenience store,"2240 Woods-Smith Rd, Knoxville, TN 37921","{'Monday': ['6:30AM', '10PM'], 'Tuesday': ['6AM', '10:30PM'], 'Wednesday': ['6AM', '10:30PM'], 'Thursday': ['6AM', '10:30PM'], 'Friday': ['6AM', '10:30PM'], 'Saturday': ['6AM', '10:30PM'], 'Sunday': ['6AM', '10:30PM']}",,(865) 444-1971,"XXF9+PC Knoxville, Tenn",,"https://www.google.com/maps/place/Wood+Smith+Market+%26+Deli/@35.9743196,-84.0336125,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3b71c2d1ca5f:0x5a31dc1e61a199da!8m2!3d35.9743365!4d-84.0313926",35.9743196,-84.0336125,POINT (-84.0336125 35.9743196),2022-03-10 23:59:59,,3.5135732323232327,3.189258658008658,,3.077380952380953,,,,False,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,2022-03-08 06:00:00,2022-03-08 22:30:00,2022-03-09 06:00:00,2022-03-09 22:30:00,2022-03-10 06:00:00,2022-03-10 22:30:00,2022-03-11 06:00:00,2022-03-11 22:30:00,2022-03-12 06:00:00,2022-03-12 22:30:00,2022-03-13 06:00:00,2022-03-13 22:30:00,2022-03-14 06:30:00,2022-03-14 22:00:00
193,Tienda Guatemala,4.4,,Convenience store,"3615 Western Ave, Knoxville, TN 37921","{'Monday': ['9AM', '8PM'], 'Tuesday': ['9AM', '8PM'], 'Wednesday': ['9AM', '8PM'], 'Thursday': ['9AM', '8PM'], 'Friday': ['9AM', '8PM'], 'Saturday': ['9AM', '8PM'], 'Sunday': ['10AM', '7PM']}",,(865) 329-2926,"X2GH+25 Knoxville, Tenn",,"https://www.google.com/maps/place/Tienda+Guatemala/@35.9750537,-83.9743057,17z/data=!3m1!4b1!4m5!3m4!1s0x885c3d024aeabf4f:0xaec1178e9ad4e3c4!8m2!3d35.9750819!4d-83.9721167",35.9750537,-83.9743057,POINT (-83.9743057 35.9750537),2022-03-10 23:59:59,3.75,3.572916666666667,4.25,3.802083333333334,,,,,True,Yes,,Yes,Yes,,,,,,,,,,Yes,Yes,,,,,,Yes,,,2022-03-08 09:00:00,2022-03-08 20:00:00,2022-03-09 09:00:00,2022-03-09 20:00:00,2022-03-10 09:00:00,2022-03-10 20:00:00,2022-03-11 09:00:00,2022-03-11 20:00:00,2022-03-12 09:00:00,2022-03-12 20:00:00,2022-03-13 10:00:00,2022-03-13 19:00:00,2022-03-14 09:00:00,2022-03-14 20:00:00
